cidade,area,quartos,banheiros,vagas,andar,animal,mobiliado,condominio,aluguel,iptu,total
Porto Alegre,88,2,2,1,3,1,0,550,2100,800,3481
Campinas,157,3,5,3,1,1,0,2300,7000,442,9831
Sao Paulo,129,3,5,0,14,1,0,1200,6000,561,7838
Sao Paulo,23,1,1,1,26,1,0,472,2300,59,2861
Sao Paulo,692,5,6,5,0,1,0,4500,15000,1667,21390
Sao Paulo,310,3,4,3,8,1,0,2400,4500,900,7858
Porto Alegre,215,3,4,2,1,1,0,1900,3600,300,5853
Sao Paulo,250,3,4,2,0,1,0,0,4200,192,4456
Sao Paulo,140,3,2,2,13,0,0,1475,2000,171,3672
Sao Paulo,100,1,1,0,0,0,0,0,950,0,965
Campinas,47,2,1,1,2,1,0,253,1200,20,1489
Campinas,48,2,1,1,0,1,0,250,1200,40,1506
Sao Paulo,71,2,3,2,13,0,0,500,3700,50,4297
Sao Paulo,70,2,1,2,0,0,0,0,1400,85,1507
Sao Paulo,67,2,1,1,3,0,0,722,2600,198,3553
Sao Paulo,120,3,2,1,0,1,0,0,1850,84,1962
Sao Paulo,465,5,5,2,0,1,1,0,8960,1500,10600
Rio de Janeiro,120,3,2,0,5,1,1,981,5000,168,6214
Sao Paulo,92,2,1,0,9,0,0,935,1790,0,2748
Porto Alegre,78,3,2,2,6,1,1,720,3500,169,4441
Campinas,60,2,1,1,3,1,0,200,1100,84,1398
Sao Paulo,100,3,1,1,10,1,0,700,1400,0,2118
Sao Paulo,87,2,3,2,16,0,0,541,5700,216,6530
Sao Paulo,160,2,2,4,0,1,0,0,2975,117,3137
Sao Paulo,100,2,3,2,7,1,1,1110,4000,375,5536
Sao Paulo,52,2,1,1,3,1,0,403,1300,10,1730
Sao Paulo,109,4,2,2,13,1,0,1156,6500,319,8058
Rio de Janeiro,26,1,1,0,8,0,0,305,1280,0,1602
Sao Paulo,270,4,5,2,4,1,0,4300,5500,1115,10990
Belo Horizonte,208,3,4,3,0,1,0,0,6000,338,6437
Belo Horizonte,20,1,1,1,1,0,0,0,1000,0,1014
Sao Paulo,50,2,1,1,5,1,1,505,1100,11,1630
Rio de Janeiro,138,2,1,0,3,1,0,810,1000,175,1998
Campinas,58,2,2,2,8,0,1,347,3500,0,3892
Sao Paulo,198,3,4,3,13,1,1,2699,8000,917,11720
Sao Paulo,115,4,4,3,2,1,0,2600,4000,417,7068
Rio de Janeiro,128,3,3,2,3,1,0,2300,13000,726,16190
Sao Paulo,66,1,1,0,6,1,0,532,3000,75,3646
Sao Paulo,234,3,5,3,17,0,1,2750,14000,1334,18260
Sao Paulo,380,4,4,6,0,1,0,0,6000,417,6508
Sao Paulo,113,2,1,1,5,1,0,1000,3000,50,4089
Sao Paulo,160,3,3,2,0,1,0,0,2500,192,2730
Rio de Janeiro,80,2,1,0,3,0,0,450,1100,0,1565
Sao Paulo,33,2,1,0,0,0,0,0,980,0,995
Porto Alegre,50,2,1,1,1,0,0,100,1500,0,1622
Rio de Janeiro,65,1,1,0,4,1,0,350,2200,30,2609
Sao Paulo,40,1,1,0,0,1,0,0,850,34,897
Sao Paulo,261,3,4,4,7,1,0,2700,15000,834,18730
Belo Horizonte,50,2,1,1,4,1,0,158,1140,0,1314
Porto Alegre,281,4,4,2,5,1,0,1300,3500,410,5262
Sao Paulo,119,2,1,1,0,0,0,0,1700,84,1810
Belo Horizonte,52,2,1,1,6,1,0,370,1000,111,1495
Porto Alegre,40,1,1,0,2,0,0,282,850,43,1188
Porto Alegre,47,1,1,0,3,1,0,300,800,21,1133
Porto Alegre,35,1,1,0,5,1,0,330,1000,20,1365
Sao Paulo,40,1,1,0,0,0,0,0,700,59,770
Belo Horizonte,55,2,1,1,3,1,0,170,750,0,930
Rio de Janeiro,72,2,1,1,10,1,0,870,1200,150,2236
Porto Alegre,30,1,1,0,4,1,0,360,600,17,986
Rio de Janeiro,57,1,1,1,2,1,0,2900,11500,959,15510
Sao Paulo,70,1,1,1,0,0,0,0,1100,0,1117
Sao Paulo,63,2,2,1,20,1,0,784,4500,136,5478
Sao Paulo,220,3,4,3,11,1,1,3300,8000,1000,12400
Sao Paulo,126,4,3,4,0,1,0,0,3300,167,3517
Porto Alegre,147,2,3,2,2,1,1,400,7900,75,8491
Sao Paulo,70,3,2,1,10,0,1,500,1940,77,2542
Sao Paulo,99,2,1,1,14,1,0,800,1800,0,2623
Rio de Janeiro,90,3,1,0,2,1,0,250,1500,140,1910
Rio de Janeiro,100,2,1,0,1,0,0,360,1700,2,2084
Rio de Janeiro,48,1,1,0,6,1,1,410,1300,25,1752
Belo Horizonte,247,4,5,4,15,1,1,2795,12500,1458,16920
Sao Paulo,443,5,5,4,3,1,1,4172,7000,1417,12680
Rio de Janeiro,200,2,3,2,1,1,0,2500,5200,250,8018
Belo Horizonte,360,4,3,4,0,0,0,0,6500,181,6788
Sao Paulo,20,1,1,0,0,1,1,602,1800,130,2555
Rio de Janeiro,90,3,2,0,3,1,0,1200,2570,242,4046
Sao Paulo,297,4,4,6,0,1,0,0,3000,392,3438
Porto Alegre,180,3,3,2,3,1,0,700,2700,175,3615
Sao Paulo,54,1,2,1,13,1,1,1150,6000,0,7227
Porto Alegre,90,2,2,1,3,0,0,400,2500,80,3017
Campinas,105,3,3,2,12,1,0,1150,2300,208,3688
Porto Alegre,67,2,1,1,8,0,1,600,2500,96,3233
Campinas,45,1,1,0,1,1,0,0,770,34,814
Belo Horizonte,33,1,1,1,3,1,0,170,1600,9,1801
Sao Paulo,45,1,1,0,2,0,0,160,620,15,803
Porto Alegre,127,3,3,0,5,1,0,1295,1125,209,2646
Sao Paulo,120,3,3,2,1,1,1,1100,8950,0,10160
Sao Paulo,75,2,1,1,13,1,0,600,1880,16,2520
Sao Paulo,220,3,2,3,0,1,1,0,7800,215,8133
Sao Paulo,50,1,1,1,17,0,1,750,5000,0,5814
Porto Alegre,115,3,2,1,3,1,0,900,2500,250,3687
Campinas,75,2,2,1,3,1,0,706,2400,75,3212
Rio de Janeiro,65,2,2,0,0,0,0,0,1305,0,1325
Rio de Janeiro,39,1,1,0,2,0,1,800,2300,98,3228
Sao Paulo,200,2,3,2,0,1,0,0,4000,196,4257
Sao Paulo,72,2,1,0,14,1,0,600,2560,0,3193
Rio de Janeiro,108,2,2,1,7,0,1,1300,4500,350,6208
Sao Paulo,32,1,1,1,1,1,1,700,4500,128,5386
Sao Paulo,106,3,2,1,8,0,0,980,3200,260,4481
Belo Horizonte,70,3,1,1,4,1,0,240,1100,100,1455
Rio de Janeiro,120,3,2,1,2,1,1,2000,4500,325,6883
Campinas,55,1,1,0,4,1,0,490,500,37,1034
Sao Paulo,100,3,1,0,5,1,0,900,1617,0,2524
Sao Paulo,162,2,2,1,12,1,1,1420,5000,0,6484
Sao Paulo,75,2,1,1,2,1,0,710,1700,18,2450
Campinas,44,1,1,0,7,1,0,260,670,12,951
Sao Paulo,130,2,2,2,11,0,0,2200,7500,780,10580
Campinas,147,4,3,1,0,1,0,0,3500,62,3615
Porto Alegre,70,2,1,0,0,1,0,360,1150,15,1542
Porto Alegre,64,2,2,2,5,1,0,410,2300,50,2794
Rio de Janeiro,180,4,3,1,5,0,0,1683,4000,482,6217
Porto Alegre,42,2,1,0,1,1,0,360,1200,100,1678
Sao Paulo,117,3,3,1,13,1,0,1500,4620,300,6479
Rio de Janeiro,180,3,4,2,7,1,1,1210,15000,369,16770
Sao Paulo,65,3,2,1,10,0,0,587,3250,113,3992
Sao Paulo,29,1,1,0,1,0,1,250,1720,99,2091
Sao Paulo,600,4,6,3,0,1,1,200,12000,817,13200
Sao Paulo,145,3,3,1,10,1,1,1380,11000,375,12900
Sao Paulo,310,4,4,4,21,1,0,4700,14000,1751,20630
Belo Horizonte,260,4,4,3,8,0,0,1665,5250,440,7425
Sao Paulo,320,3,3,2,10,1,0,2200,8330,584,11220
Belo Horizonte,70,3,1,1,3,1,0,180,980,0,1174
Rio de Janeiro,35,1,1,0,3,1,0,320,800,0,1131
Porto Alegre,320,3,4,4,0,1,0,0,4950,234,5272
Porto Alegre,82,2,2,2,6,1,0,280,2800,92,3213
Sao Paulo,62,2,2,1,2,1,1,800,2580,84,3497
Porto Alegre,60,3,1,0,3,1,0,265,1550,31,1869
Porto Alegre,78,3,2,0,8,1,0,350,1700,61,2136
Sao Paulo,385,4,5,6,3,1,0,4200,7000,2410,13700
Porto Alegre,214,3,3,2,4,1,0,2500,3500,500,6552
Sao Paulo,233,4,5,4,7,1,1,3240,11000,92,14470
Rio de Janeiro,60,2,1,1,8,1,0,700,1500,50,2270
Belo Horizonte,22,1,1,0,3,0,1,420,1300,75,1813
Rio de Janeiro,100,2,3,0,1,1,0,0,1700,130,1852
Sao Paulo,90,2,1,1,2,1,0,1000,3000,50,4089
Rio de Janeiro,60,2,2,0,4,0,0,560,2500,83,3176
Sao Paulo,22,1,1,0,25,1,0,385,2100,40,2552
Porto Alegre,80,2,1,0,0,1,1,0,1610,0,1634
Sao Paulo,110,3,4,3,8,1,0,1364,2200,403,3995
Rio de Janeiro,120,2,2,1,14,1,0,858,800,18,1687
Belo Horizonte,193,3,3,1,0,1,0,0,13500,236,13960
Sao Paulo,55,2,1,1,4,1,0,400,1460,0,1879
Rio de Janeiro,165,3,3,1,5,1,1,2000,7000,420,9511
Porto Alegre,46,1,1,2,7,1,0,690,2400,98,3224
Rio de Janeiro,55,2,1,0,1,1,0,450,2200,0,2679
Sao Paulo,150,2,2,1,0,1,0,0,2954,1,3000
Sao Paulo,57,1,1,0,8,1,1,300,6000,17,6394
Rio de Janeiro,160,3,2,1,3,1,1,2000,6700,367,9154
Sao Paulo,200,4,4,2,9,1,1,3700,7000,850,11640
Campinas,60,1,2,1,10,1,0,630,1338,72,2057
Sao Paulo,180,3,2,1,11,1,1,2900,4500,500,7958
Sao Paulo,62,1,1,0,3,1,0,550,2100,0,2677
Rio de Janeiro,90,3,2,1,12,1,1,1000,3400,275,4719
Rio de Janeiro,35,1,1,0,3,0,1,585,2300,92,3007
Sao Paulo,95,2,1,1,8,1,0,1226,3200,92,4559
Sao Paulo,320,5,5,4,4,1,0,5800,5500,1500,12870
Rio de Janeiro,127,3,2,2,4,1,0,836,1700,124,2682
Sao Paulo,210,3,2,2,11,1,1,2600,5000,417,8081
Sao Paulo,160,4,3,2,20,1,1,1260,5600,334,7265
Sao Paulo,273,3,2,5,0,0,0,0,3355,215,3621
Sao Paulo,211,4,5,4,2,1,0,1543,3800,714,6106
Sao Paulo,145,2,3,2,16,1,1,2000,10000,584,12710
Porto Alegre,92,2,2,1,6,1,0,450,1900,67,2445
Campinas,70,2,3,1,7,1,0,1196,2004,0,3226
Campinas,254,3,4,2,0,1,0,0,3000,251,3297
Sao Paulo,350,4,4,2,4,0,0,3000,6000,1316,10390
Sao Paulo,55,1,1,0,13,1,0,400,1177,0,1592
Sao Paulo,80,3,2,2,5,1,0,1045,2400,227,3703
Sao Paulo,280,3,3,4,21,1,0,2498,4500,1116,8172
Sao Paulo,100,3,1,0,3,1,0,0,1970,0,1995
Rio de Janeiro,98,3,2,1,2,1,0,1379,6000,239,7696
Sao Paulo,85,2,3,1,14,1,0,709,3300,94,4145
Sao Paulo,78,2,2,2,1,0,1,450,3500,155,4150
Sao Paulo,58,2,1,1,6,1,0,770,1800,75,2668
Rio de Janeiro,50,1,1,1,3,1,0,2208,2300,420,4958
Sao Paulo,30,1,1,0,14,1,0,400,1600,0,2021
Sao Paulo,75,2,1,1,4,1,1,2065,6000,600,8742
Campinas,350,4,6,6,0,1,0,1200,7330,55,8696
Sao Paulo,136,3,4,3,2,1,0,1490,2800,500,4826
Sao Paulo,290,3,3,3,0,1,0,0,8000,542,8663
Sao Paulo,99,2,2,2,4,1,0,590,4000,122,4763
Porto Alegre,750,5,3,6,0,0,1,0,7980,46,8168
Sao Paulo,110,2,2,1,0,1,0,0,3500,125,3678
Porto Alegre,340,2,3,2,5,1,0,1500,4000,317,5876
Sao Paulo,178,2,1,1,9,0,0,2900,3440,0,6384
Belo Horizonte,28,1,1,1,0,0,1,550,1250,0,1817
Belo Horizonte,38,1,1,0,2,0,0,0,1300,0,1318
Porto Alegre,254,3,4,2,0,1,0,0,6150,200,6460
Porto Alegre,51,2,1,1,6,1,0,200,1050,75,1341
Sao Paulo,134,3,3,2,18,1,1,900,3500,390,4835
Sao Paulo,38,1,1,1,16,1,0,450,2170,59,2707
Sao Paulo,400,4,5,3,0,0,0,0,15000,0,15190
Rio de Janeiro,136,3,2,2,7,1,1,2470,8000,558,11130
Sao Paulo,250,4,5,2,17,1,1,2000,12000,9,14160
Campinas,94,2,2,2,3,1,0,890,4000,165,5106
Rio de Janeiro,62,2,2,1,5,1,1,585,1750,38,2396
Sao Paulo,80,2,2,1,0,1,1,0,2540,65,2644
Campinas,89,3,1,1,5,0,0,820,2050,150,3046
Campinas,51,2,1,0,2,1,0,271,980,21,1285
Sao Paulo,40,1,1,1,19,0,1,420,3899,208,4577
Porto Alegre,47,1,1,1,3,0,1,400,2200,0,2633
Sao Paulo,210,3,5,3,2,1,1,1900,3800,0,5749
Sao Paulo,230,4,4,4,1,1,1,2300,13500,1084,17060
Sao Paulo,70,2,2,1,5,1,0,495,2450,59,3036
Porto Alegre,117,3,1,1,3,1,0,258,1550,100,1931
Belo Horizonte,54,2,2,0,18,1,0,400,1100,0,1515
Sao Paulo,105,2,1,0,0,1,0,0,1800,125,1953
Rio de Janeiro,47,2,2,0,5,1,1,990,4210,158,5413
Sao Paulo,120,3,1,0,2,1,0,200,2100,167,2494
Rio de Janeiro,284,4,6,2,5,1,1,3300,11420,567,15440
Sao Paulo,58,2,1,1,4,0,1,636,2493,80,3218
Porto Alegre,95,2,1,1,3,1,0,300,2800,69,3210
Rio de Janeiro,65,2,1,0,0,1,0,0,1000,47,1063
Porto Alegre,188,3,4,2,0,1,1,650,3800,0,4518
Belo Horizonte,21,1,1,0,20,0,0,160,850,60,1082
Sao Paulo,65,2,2,1,13,0,1,700,3200,0,3941
Rio de Janeiro,50,2,1,0,9,1,1,620,1660,42,2344
Sao Paulo,150,4,3,3,0,1,0,0,7500,109,7722
Porto Alegre,90,3,3,1,1,1,0,320,2500,91,2948
Belo Horizonte,400,3,3,6,0,1,0,1200,7200,218,8737
Campinas,64,2,2,2,9,1,0,460,1964,134,2566
Sao Paulo,80,2,1,1,2,0,0,315,2156,0,2499
Sao Paulo,300,3,5,4,12,0,0,6593,6000,1974,14640
Sao Paulo,240,3,3,2,0,1,1,0,3840,152,4050
Sao Paulo,50,2,1,1,7,0,1,465,1357,0,1828
Sao Paulo,820,4,4,6,0,1,0,2500,13000,2500,18200
Porto Alegre,58,1,1,1,4,1,1,350,2300,139,2823
Sao Paulo,230,3,2,2,7,1,0,1773,1965,441,4204
Porto Alegre,43,1,1,1,21,1,1,888,2450,107,3481
Sao Paulo,280,6,6,3,0,1,0,0,5000,1118,6194
Sao Paulo,54,2,1,1,1,1,1,650,1350,0,2018
Belo Horizonte,200,6,2,1,0,1,0,0,3400,134,3590
Sao Paulo,360,3,5,6,17,1,0,7552,3000,4830,15420
Sao Paulo,650,5,8,7,0,1,1,0,15000,2667,17890
Porto Alegre,38,1,1,0,1,1,0,300,850,34,1197
Belo Horizonte,373,4,5,5,7,1,0,2601,15000,188,17990
Porto Alegre,47,1,1,1,1,0,1,400,2200,0,2633
Sao Paulo,133,3,2,2,0,1,0,0,4300,255,4620
Belo Horizonte,150,4,2,2,1,1,0,1357,3700,211,5318
Campinas,80,3,2,1,3,1,0,430,1200,74,1720
Sao Paulo,129,4,2,3,2,1,1,1100,5500,520,7190
Sao Paulo,275,3,5,6,0,1,1,0,13000,500,13700
Rio de Janeiro,44,1,1,0,4,1,0,632,1700,86,2440
Belo Horizonte,60,1,2,1,5,1,0,750,1900,163,2839
Belo Horizonte,170,3,4,4,13,1,0,1978,8000,759,10840
Sao Paulo,40,1,1,2,5,1,0,915,1559,169,2663
Belo Horizonte,200,4,4,4,4,1,0,2500,4100,963,7618
Sao Paulo,170,4,4,3,11,1,0,2500,2499,870,5901
Sao Paulo,200,5,3,2,1,1,0,1480,9000,259,10850
Sao Paulo,31,1,1,0,3,0,1,371,1900,0,2296
Porto Alegre,135,3,2,1,8,1,0,1300,2165,209,3706
Sao Paulo,400,3,3,1,3,1,0,3000,11000,142,14280
Porto Alegre,70,2,1,0,0,1,0,320,1200,65,1603
Sao Paulo,64,1,1,0,9,1,0,500,1750,0,2273
Rio de Janeiro,73,2,1,1,4,1,0,625,1200,119,1960
Sao Paulo,240,3,4,3,9,1,0,3211,5100,1102,9478
Sao Paulo,115,2,1,1,0,1,0,0,1750,134,1911
Sao Paulo,400,3,4,3,0,1,0,0,10000,1189,11340
Sao Paulo,147,4,2,0,8,1,0,1150,2800,258,4244
Belo Horizonte,58,2,1,1,1,1,0,500,750,80,1340
Campinas,92,3,2,2,8,1,0,700,2000,145,2871
Sao Paulo,330,3,6,4,0,1,0,0,8500,856,9484
Porto Alegre,60,2,1,0,2,1,0,389,850,320,1572
Sao Paulo,240,4,5,4,5,1,0,3000,6000,834,9911
Porto Alegre,38,1,1,0,2,1,0,335,800,43,1190
Sao Paulo,141,3,2,2,11,1,0,2200,6900,450,9638
Porto Alegre,43,1,1,1,17,0,1,1050,2790,120,4001
Porto Alegre,62,2,1,0,4,1,0,282,940,38,1274
Campinas,50,2,1,1,4,0,0,250,1500,35,1805
Porto Alegre,75,2,1,1,7,1,0,350,1200,34,1602
Sao Paulo,180,3,2,1,0,1,0,0,5400,459,5941
Campinas,33,1,1,0,11,0,0,290,600,10,908
Sao Paulo,580,6,6,8,0,1,0,0,10000,2800,12950
Sao Paulo,136,3,3,2,1,0,0,1680,3200,525,5446
Sao Paulo,238,4,4,3,1,0,0,2765,5000,1220,9049
Sao Paulo,109,3,2,2,20,1,1,1200,4500,417,6175
Sao Paulo,90,2,1,0,0,1,0,0,2400,170,2607
Porto Alegre,171,2,2,1,2,1,0,1000,2200,200,3433
Sao Paulo,40,1,1,0,16,1,0,580,1105,0,1699
Campinas,119,3,2,2,7,1,0,1650,1200,212,3078
Belo Horizonte,330,5,7,5,10,1,0,1030,4800,973,6867
Sao Paulo,60,1,1,1,2,1,1,1072,4600,115,5846
Sao Paulo,118,3,2,1,4,1,1,1800,6000,22,7899
Sao Paulo,134,2,2,1,7,0,1,1493,3400,239,5176
Sao Paulo,280,3,4,1,0,1,0,1,3700,100,3857
Sao Paulo,120,3,2,1,0,1,0,0,1800,109,1937
Sao Paulo,288,4,6,4,1,1,0,3634,4200,1155,9043
Sao Paulo,180,3,3,2,11,1,0,1300,4000,409,5760
Sao Paulo,43,1,1,1,6,1,0,500,3000,11,3550
Sao Paulo,57,1,1,0,7,1,1,300,6000,17,6394
Sao Paulo,200,3,3,0,0,1,0,0,4500,71,4639
Sao Paulo,96,3,3,0,6,1,0,470,3572,30,4118
Sao Paulo,320,4,5,4,0,1,0,300,6500,417,7315
Belo Horizonte,110,3,2,2,1,1,0,380,2150,192,2751
Sao Paulo,35,1,1,1,11,0,1,444,3290,124,3900
Sao Paulo,270,4,5,6,0,1,0,0,11000,400,11570
Sao Paulo,85,2,1,1,1,0,0,539,1200,74,1829
Sao Paulo,60,2,2,1,14,1,1,600,3000,209,3848
Sao Paulo,550,4,5,5,0,1,0,0,5000,875,5951
Sao Paulo,45,1,1,0,11,0,0,413,3800,81,4343
Sao Paulo,130,3,2,2,0,1,0,0,5100,183,5360
Rio de Janeiro,50,1,1,0,1,1,0,250,800,0,1061
Sao Paulo,55,2,1,1,3,1,0,800,1800,42,2665
Porto Alegre,47,1,1,1,1,0,1,400,2200,0,2633
Belo Horizonte,192,4,3,3,2,1,1,412,2400,196,3040
Sao Paulo,70,2,2,2,3,1,0,700,1800,59,2582
Porto Alegre,78,2,1,0,1,1,0,280,1480,32,1814
Porto Alegre,45,1,1,1,1,1,0,320,900,84,1318
Belo Horizonte,250,2,2,1,0,1,0,15,900,67,997
Rio de Janeiro,90,3,1,0,18,1,1,500,2240,42,2811
Rio de Janeiro,186,3,4,2,5,1,0,3000,13000,475,16640
Sao Paulo,33,1,1,0,14,1,0,500,3999,0,4550
Porto Alegre,250,5,4,5,0,1,0,0,4300,84,4461
Rio de Janeiro,30,1,1,0,4,0,0,307,1750,79,2159
Rio de Janeiro,106,3,1,0,2,1,0,380,2000,80,2486
Sao Paulo,72,2,2,1,1,1,1,466,3000,93,3598
Sao Paulo,90,2,1,1,1,1,0,1000,3000,50,4089
Sao Paulo,102,3,2,1,10,1,0,950,3315,75,4382
Sao Paulo,126,3,3,2,7,0,0,2500,2500,317,5349
Sao Paulo,220,3,2,1,0,1,0,0,5000,500,5576
Porto Alegre,42,1,1,1,13,1,0,500,2300,50,2884
Sao Paulo,69,2,1,1,6,1,0,600,1600,0,2221
Sao Paulo,50,2,1,1,24,1,0,380,1490,0,1889
Sao Paulo,120,4,3,2,8,1,0,2010,2210,334,4582
Sao Paulo,160,3,3,3,10,1,1,1850,3500,63,5458
Sao Paulo,31,1,1,0,1,1,1,550,2900,0,3487
Sao Paulo,70,3,1,1,8,1,0,523,1100,0,1637
Sao Paulo,37,1,1,1,8,1,1,490,4000,90,4631
Sao Paulo,63,1,1,1,9,0,1,1283,7400,286,9063
Rio de Janeiro,57,2,1,0,7,1,0,430,1500,54,2004
Sao Paulo,400,3,2,3,0,1,0,0,5500,1084,6667
Sao Paulo,370,4,5,6,17,1,0,4300,14000,1900,20380
Rio de Janeiro,255,4,3,0,6,1,0,2650,4500,692,7900
Sao Paulo,110,2,2,1,1,1,0,1216,2700,1144,5095
Rio de Janeiro,82,2,2,1,4,1,0,1900,2400,334,4665
Rio de Janeiro,25,1,1,1,4,1,0,1850,2805,417,5109
Sao Paulo,65,2,2,1,4,1,1,730,1750,83,2586
Belo Horizonte,45,1,1,0,10,1,0,300,800,108,1219
Rio de Janeiro,95,2,2,2,11,1,0,1450,6300,267,8099
Rio de Janeiro,55,1,2,1,2,1,0,650,1200,55,1921
Belo Horizonte,96,3,2,2,1,1,0,600,2300,294,3225
Sao Paulo,72,2,1,2,5,1,1,600,3200,35,3876
Belo Horizonte,44,2,1,0,4,0,0,145,895,0,1052
Belo Horizonte,2000,3,3,2,2,1,1,3000,5000,200,8267
Sao Paulo,49,2,1,1,16,1,0,350,1500,0,1870
Sao Paulo,119,3,2,1,7,1,0,1011,3500,247,4803
Sao Paulo,52,1,1,1,7,1,0,470,2000,89,2585
Sao Paulo,80,2,1,1,19,1,0,740,1300,0,2057
Sao Paulo,200,3,3,3,13,1,1,2338,5000,835,8237
Sao Paulo,181,3,4,3,8,0,1,2500,8000,903,11510
Belo Horizonte,220,4,3,2,4,1,0,1263,2700,269,4268
Porto Alegre,125,3,3,1,2,1,0,1070,2400,184,3690
Campinas,55,1,1,0,1,1,0,550,915,57,1534
Porto Alegre,28,1,1,0,1,1,0,99,1200,10,1327
Porto Alegre,48,2,1,1,10,1,1,380,1100,27,1524
Sao Paulo,222,4,3,4,15,1,0,2600,6500,1000,10180
Sao Paulo,138,3,3,2,0,1,0,0,2700,141,2882
Sao Paulo,72,2,1,1,21,1,0,519,1701,155,2397
Sao Paulo,171,4,4,4,1,1,0,2310,10000,85,12520
Rio de Janeiro,55,1,2,1,15,1,1,695,2750,50,3531
Rio de Janeiro,120,2,3,1,9,1,0,1264,2600,225,4123
Sao Paulo,102,3,3,2,15,1,0,1100,3990,150,5291
Sao Paulo,118,3,3,2,6,1,0,1200,3500,534,5279
Sao Paulo,55,2,1,0,2,0,0,200,1260,0,1476
Porto Alegre,197,4,3,2,4,1,0,2000,3200,325,5572
Sao Paulo,49,1,1,0,0,0,0,0,1350,0,1371
Rio de Janeiro,45,1,1,0,1,0,1,750,3300,249,4342
Campinas,104,2,2,2,7,1,1,1100,4200,210,5564
Campinas,73,3,2,2,17,1,0,570,2400,125,3126
Porto Alegre,55,1,1,0,2,1,1,320,1150,30,1517
Sao Paulo,202,4,4,3,13,1,0,2200,6000,1000,9277
Sao Paulo,54,2,1,1,3,1,0,660,1650,50,2381
Sao Paulo,75,2,1,0,1,0,0,0,1200,67,1283
Rio de Janeiro,89,3,2,0,4,1,0,1100,2750,138,4024
Sao Paulo,46,1,1,0,1,1,1,350,1800,0,2173
Sao Paulo,386,4,6,4,0,1,0,6700,4250,667,11680
Porto Alegre,240,3,3,1,0,1,0,0,4000,392,4464
Sao Paulo,61,3,2,1,4,1,0,550,3000,117,3706
Sao Paulo,80,2,2,1,3,1,0,700,2200,0,2928
Belo Horizonte,45,2,1,1,4,1,1,180,1300,39,1537
Sao Paulo,18,1,1,0,0,1,0,0,1720,0,1742
Sao Paulo,30,1,1,1,14,1,1,350,2580,83,3046
Sao Paulo,300,4,4,6,1,1,0,550,3800,33,4432
Sao Paulo,69,1,1,1,8,1,0,857,1200,100,2173
Campinas,157,3,2,2,15,1,0,1290,2200,208,3726
Rio de Janeiro,30,1,1,0,3,1,0,314,700,0,1024
Belo Horizonte,32,1,1,0,9,0,0,300,1000,100,1414
Belo Horizonte,83,3,2,2,6,1,0,468,1600,130,2220
Sao Paulo,55,2,2,2,3,1,0,780,2001,142,2949
Sao Paulo,70,1,1,1,3,1,0,1000,2500,150,3682
Sao Paulo,20,1,1,0,1,0,1,150,3142,67,3399
Belo Horizonte,298,4,2,3,0,1,0,0,3044,186,3280
Belo Horizonte,90,3,2,1,1,1,0,280,1300,100,1698
Sao Paulo,147,2,2,1,8,1,0,1400,4000,314,5765
Sao Paulo,48,1,1,1,0,1,0,0,2000,0,2026
Sao Paulo,32,1,1,1,9,0,1,1500,3400,150,5094
Sao Paulo,195,4,2,3,15,1,0,1475,2500,307,4314
Campinas,350,4,3,4,0,0,0,500,6000,500,7091
Sao Paulo,74,2,1,0,2,0,0,1,2500,1,2534
Sao Paulo,130,3,2,2,1,0,0,1324,3250,571,5187
Campinas,60,2,3,0,1,0,1,938,1940,0,2903
Belo Horizonte,55,2,1,1,9,0,0,655,1300,119,2092
Sao Paulo,89,3,2,2,4,1,0,1050,1540,115,2725
Porto Alegre,70,2,2,2,11,1,0,700,3300,115,4164
Belo Horizonte,141,4,2,1,2,1,0,0,3000,117,3167
Belo Horizonte,260,4,2,2,0,1,0,0,2500,251,2792
Sao Paulo,168,4,2,2,0,1,0,0,3100,130,3277
Belo Horizonte,24,1,1,1,0,0,0,0,550,0,560
Sao Paulo,240,4,4,5,14,1,0,2400,4500,750,7708
Sao Paulo,178,3,4,4,18,1,0,2650,10000,125,12900
Sao Paulo,58,2,1,1,1,1,1,500,2380,120,3031
Sao Paulo,800,4,7,8,0,0,0,10000,8500,209,18840
Sao Paulo,180,3,2,2,11,1,0,2750,7000,730,10570
Sao Paulo,101,3,4,2,4,0,1,1037,6140,359,7614
Sao Paulo,50,1,1,0,1,0,0,150,830,0,991
Belo Horizonte,55,2,1,1,4,1,0,190,600,67,865
Sao Paulo,120,2,3,2,0,1,0,0,5400,0,5482
Campinas,42,2,1,1,3,0,0,400,600,15,1023
Belo Horizonte,40,1,1,1,1,0,0,0,860,0,872
Sao Paulo,78,2,2,2,8,1,1,1400,5800,334,7608
Porto Alegre,144,3,2,1,4,1,1,1450,2740,269,4500
Rio de Janeiro,70,3,1,1,7,1,0,680,1200,71,1967
Campinas,440,4,4,4,0,0,0,0,4000,417,4478
Porto Alegre,44,1,1,1,7,1,0,600,1250,65,1934
Sao Paulo,596,4,5,2,0,1,1,0,15000,2620,17850
Porto Alegre,230,3,4,3,0,1,1,2300,10000,417,12900
Belo Horizonte,100,2,1,0,13,1,0,750,1200,1680,3646
Sao Paulo,300,3,3,8,0,1,0,0,5500,286,5869
Sao Paulo,47,2,1,0,7,1,1,390,1900,0,2298
Campinas,105,3,2,2,6,1,0,1200,1620,165,3006
